dataset,metric,alpha,beta,gamma,run,accuracy,tree_depth,tree_size,training_time
wine,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,1,0.8703703703703703,5,15,0.9841053485870361
wine,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,2,0.9444444444444444,4,11,0.9436936378479004
wine,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,0,0.9629629629629629,5,17,1.2685327529907227
wine,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,1,0.8703703703703703,5,15,0.9661388397216797
wine,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,2,0.9444444444444444,6,17,1.0555121898651123
wine,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,0,0.9629629629629629,5,17,1.2527740001678467
wine,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,1,0.8703703703703703,5,15,0.9948782920837402
wine,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,2,0.9444444444444444,6,17,0.9815633296966553
wine,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,0,0.9629629629629629,5,17,1.175746202468872
wine,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,1,0.8703703703703703,5,15,0.9715726375579834
wine,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,2,0.8888888888888888,5,13,0.8047385215759277
wine,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,0,0.8888888888888888,5,15,1.348069190979004
wine,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,1,0.8703703703703703,5,13,0.961111307144165
wine,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,2,0.9074074074074074,5,15,1.292170524597168
wine,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,0,0.8888888888888888,5,15,1.3401212692260742
wine,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,1,0.8703703703703703,5,13,1.0200612545013428
wine,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,2,0.8888888888888888,4,13,1.0456244945526123
wine,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,0,0.8888888888888888,5,15,1.2820014953613281
wine,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,1,0.8703703703703703,5,15,0.9742617607116699
wine,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,2,0.8888888888888888,4,13,1.0458824634552002
wine,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,0,0.8888888888888888,8,21,1.4337108135223389
wine,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,1,0.8703703703703703,5,15,0.9482259750366211
wine,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,2,0.8888888888888888,7,19,1.1847288608551025
wine,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,0,0.8888888888888888,8,21,1.4418625831604004
wine,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,1,0.8703703703703703,5,15,0.9675545692443848
wine,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,2,0.8888888888888888,5,13,0.7807660102844238
wine,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,0,0.8888888888888888,7,19,1.3921353816986084
wine,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,1,0.8703703703703703,5,15,0.9415514469146729
wine,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,2,0.8888888888888888,5,13,0.8045766353607178
wine,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,0,0.9629629629629629,5,17,1.0950143337249756
wine,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,1,0.8703703703703703,5,15,0.9355876445770264
wine,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,2,0.9074074074074074,4,11,0.7526755332946777
wine,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,0,0.8888888888888888,5,15,1.364119052886963
wine,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,1,0.8703703703703703,5,13,0.9524922370910645
wine,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,2,0.9074074074074074,5,15,1.2964255809783936
wine,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,0,0.8888888888888888,5,15,1.400817632675171
wine,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,1,0.8703703703703703,5,13,1.0172500610351562
wine,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,2,0.8888888888888888,4,13,1.0157010555267334
wine,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,0,0.8888888888888888,5,15,1.3736274242401123
wine,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,1,0.8703703703703703,5,15,0.9366343021392822
wine,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,2,0.8888888888888888,4,13,1.036808967590332
wine,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,0,0.8888888888888888,5,15,1.444139003753662
wine,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,1,0.8703703703703703,5,15,0.9481041431427002
wine,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,2,0.8888888888888888,7,19,1.2945234775543213
wine,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,0,0.8888888888888888,8,21,1.5232279300689697
wine,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,1,0.8703703703703703,5,15,0.9623632431030273
wine,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,2,0.8888888888888888,7,19,1.21517014503479
wine,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,0,0.8888888888888888,7,19,1.4003443717956543
wine,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,1,0.8703703703703703,5,15,0.9437112808227539
wine,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,2,0.8888888888888888,5,13,0.7971851825714111
wine,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,0,0.8888888888888888,7,19,1.4066658020019531
wine,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,1,0.8703703703703703,5,15,0.9844274520874023
wine,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,2,0.9074074074074074,4,11,0.7393984794616699
wine,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,0,0.8888888888888888,5,15,1.3997480869293213
wine,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,1,0.8148148148148148,6,17,1.3438897132873535
wine,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,2,0.9074074074074074,5,15,1.2997746467590332
wine,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,0,0.8888888888888888,5,15,1.353071689605713
wine,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,1,0.8703703703703703,5,13,0.9611618518829346
wine,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,2,0.9074074074074074,6,15,1.2169859409332275
wine,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,0,0.8888888888888888,5,15,1.3462104797363281
wine,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,1,0.8703703703703703,5,13,1.0298542976379395
wine,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,2,0.8888888888888888,4,13,1.0460398197174072
wine,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,0,0.8888888888888888,5,15,1.3554165363311768
wine,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,1,0.8703703703703703,5,15,0.9457507133483887
wine,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,2,0.8888888888888888,4,13,1.038163423538208
wine,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,0,0.8888888888888888,8,21,1.3982536792755127
wine,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,1,0.8703703703703703,5,15,0.9658615589141846
wine,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,2,0.8888888888888888,7,19,1.1525115966796875
wine,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,0,0.8888888888888888,7,19,1.3300588130950928
wine,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,1,0.8703703703703703,5,15,0.9531612396240234
wine,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,2,0.8888888888888888,7,19,1.1960742473602295
wine,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,0,0.8888888888888888,7,19,1.4069368839263916
wine,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,1,0.8703703703703703,5,15,1.0172126293182373
wine,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,2,0.8888888888888888,5,13,0.8194515705108643
wine,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,0,0.8888888888888888,5,15,1.3199036121368408
wine,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,1,0.8148148148148148,6,17,1.2784483432769775
wine,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,2,0.9074074074074074,5,15,1.2960617542266846
wine,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,0,0.8888888888888888,5,15,1.4605932235717773
wine,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,1,0.8703703703703703,5,13,0.967991828918457
wine,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,2,0.9074074074074074,6,15,1.2221884727478027
wine,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,0,0.8888888888888888,5,15,1.329451560974121
wine,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,1,0.8703703703703703,5,13,1.062960147857666
wine,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,2,0.8888888888888888,4,13,1.178144931793213
wine,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,0,0.8888888888888888,5,15,1.3226122856140137
wine,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,1,0.8703703703703703,5,15,1.0174355506896973
wine,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,2,0.8888888888888888,4,13,1.0616912841796875
wine,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,0,0.8888888888888888,8,21,1.5150067806243896
wine,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,1,0.8703703703703703,5,15,0.9565961360931396
wine,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,2,0.8888888888888888,7,19,1.2231204509735107
wine,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,0,0.8888888888888888,8,21,1.4725756645202637
wine,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,1,0.8703703703703703,5,15,0.9613111019134521
wine,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,2,0.9259259259259259,6,17,1.0476422309875488
wine,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,0,0.9629629629629629,5,17,1.1492414474487305
wine,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,1,0.8703703703703703,5,15,0.9533236026763916
wine,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,2,0.8888888888888888,5,13,0.793825626373291
wine,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,0,0.8888888888888888,5,15,1.3597004413604736
wine,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,1,0.8148148148148148,6,17,1.4003465175628662
wine,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,2,0.9074074074074074,5,15,1.403975248336792
wine,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,0,0.8888888888888888,5,15,1.3175456523895264
wine,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,1,0.8703703703703703,5,13,0.9441957473754883
wine,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,2,0.8703703703703703,8,19,1.4675326347351074
wine,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,0,0.8888888888888888,5,15,1.3513894081115723
wine,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,1,0.8703703703703703,5,13,0.9795539379119873
wine,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,2,0.8888888888888888,4,13,1.0659205913543701
wine,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,0,0.8888888888888888,7,21,1.449833869934082
wine,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,1,0.8703703703703703,5,15,0.9523608684539795
wine,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,2,0.8888888888888888,4,13,1.0865681171417236
wine,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,0,0.9629629629629629,5,17,1.1236016750335693
wine,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,1,0.8703703703703703,5,15,0.9824154376983643
wine,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,2,0.9259259259259259,6,17,1.035144567489624
wine,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,0,0.9629629629629629,5,17,1.1341686248779297
wine,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,1,0.8703703703703703,5,15,0.9508979320526123
wine,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,2,0.9259259259259259,6,17,1.045393466949463
wine,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,0,0.9629629629629629,5,17,1.241297960281372
wine,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,1,0.8703703703703703,5,15,0.9632699489593506
wine,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,2,0.8888888888888888,5,13,0.7843999862670898
wine,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,0,0.8888888888888888,5,15,1.297776222229004
wine,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,1,0.8333333333333334,6,17,1.3386237621307373
wine,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,2,0.9074074074074074,5,15,1.4332921504974365
wine,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,0,0.8888888888888888,5,15,1.2629520893096924
wine,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,1,0.8703703703703703,5,13,0.93550705909729
wine,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,2,0.8703703703703703,8,19,1.4670360088348389
wine,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,0,0.8888888888888888,5,15,1.3496949672698975
wine,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,1,0.8703703703703703,5,13,1.048020839691162
wine,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,2,0.9444444444444444,4,11,0.9600765705108643
wine,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,0,0.9629629629629629,5,17,1.084132194519043
wine,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,1,0.8703703703703703,5,15,0.9743084907531738
wine,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,2,0.9444444444444444,4,11,0.914696455001831
wine,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,0,0.9629629629629629,5,17,1.1869697570800781
wine,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,1,0.8703703703703703,5,15,0.9717144966125488
wine,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,2,0.9259259259259259,6,17,1.0980007648468018
wine,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,0,0.9629629629629629,5,17,1.1571552753448486
wine,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,1,0.8703703703703703,5,15,0.966787576675415
wine,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,2,0.9259259259259259,6,17,1.0772686004638672
wine,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,0,0.9629629629629629,5,17,1.085465908050537
wine,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,1,0.8703703703703703,5,15,0.9482626914978027
wine,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,2,0.8888888888888888,5,13,0.794198751449585
