dataset,metric,alpha,beta,gamma,run,accuracy,tree_depth,tree_size,training_time
iris,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,1,0.9777777777777777,5,15,0.13633966445922852
iris,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,2,0.9555555555555556,4,11,0.11979913711547852
iris,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,0,0.9111111111111111,5,15,0.12096023559570312
iris,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,1,0.9777777777777777,5,15,0.13119029998779297
iris,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,2,0.9555555555555556,4,11,0.10534524917602539
iris,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,0,0.9111111111111111,5,15,0.11379075050354004
iris,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,1,0.9777777777777777,5,15,0.12100052833557129
iris,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,2,0.9555555555555556,5,15,0.10580730438232422
iris,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,0,0.9111111111111111,5,15,0.10336804389953613
iris,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,1,0.9555555555555556,6,19,0.1251509189605713
iris,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,2,0.9555555555555556,4,13,0.09041285514831543
iris,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,0,0.9111111111111111,5,15,0.12062716484069824
iris,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,1,0.9555555555555556,6,19,0.12754559516906738
iris,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,2,0.9555555555555556,4,13,0.09042024612426758
iris,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,0,0.8666666666666667,5,13,0.10294651985168457
iris,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,1,0.9111111111111111,5,17,0.14208483695983887
iris,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,2,0.9555555555555556,4,11,0.12017416954040527
iris,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,0,0.8666666666666667,5,13,0.10285472869873047
iris,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,1,0.9777777777777777,5,15,0.1264643669128418
iris,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,2,0.9555555555555556,4,11,0.10638952255249023
iris,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,0,0.9111111111111111,5,15,0.11164522171020508
iris,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,1,0.9777777777777777,5,15,0.12575268745422363
iris,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,2,0.9555555555555556,4,11,0.10615301132202148
iris,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,0,0.9111111111111111,5,15,0.11914682388305664
iris,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,1,0.9777777777777777,5,15,0.1273643970489502
iris,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,2,0.9555555555555556,4,11,0.1047823429107666
iris,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,0,0.9111111111111111,5,15,0.10314536094665527
iris,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,1,0.9777777777777777,5,15,0.12456250190734863
iris,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,2,0.9555555555555556,5,15,0.11660170555114746
iris,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,0,0.9555555555555556,5,15,0.10670661926269531
iris,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,1,0.9555555555555556,6,19,0.12270307540893555
iris,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,2,0.9555555555555556,4,13,0.0912330150604248
iris,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,0,0.9111111111111111,5,15,0.10274362564086914
iris,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,1,0.9555555555555556,6,19,0.12546753883361816
iris,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,2,0.9555555555555556,4,13,0.09059596061706543
iris,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,0,0.8666666666666667,5,13,0.11809539794921875
iris,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,1,0.9777777777777777,5,17,0.1271376609802246
iris,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,2,0.9555555555555556,4,11,0.10453271865844727
iris,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,0,0.8666666666666667,5,13,0.12251043319702148
iris,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,1,0.9777777777777777,5,15,0.14046740531921387
iris,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,2,0.9555555555555556,4,11,0.10395503044128418
iris,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,0,0.9111111111111111,5,15,0.10329651832580566
iris,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,1,0.9777777777777777,5,15,0.1228783130645752
iris,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,2,0.9555555555555556,4,11,0.10412812232971191
iris,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,0,0.9111111111111111,5,15,0.1231539249420166
iris,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,1,0.9777777777777777,5,15,0.12665677070617676
iris,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,2,0.9555555555555556,4,11,0.10454988479614258
iris,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,0,0.9111111111111111,5,15,0.11569499969482422
iris,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,1,0.9777777777777777,5,15,0.12352776527404785
iris,itc_alpha1.7_beta4.5_gamma0.5,1.7,4.5,0.5,2,0.9555555555555556,5,15,0.10563206672668457
iris,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,0,0.9111111111111111,5,15,0.11637306213378906
iris,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,1,0.9555555555555556,6,19,0.12555289268493652
iris,itc_alpha1.7_beta4.5_gamma0.6,1.7,4.5,0.6,2,0.9555555555555556,4,13,0.09102272987365723
iris,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,0,0.9111111111111111,5,15,0.10422515869140625
iris,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,1,0.9555555555555556,6,19,0.1285102367401123
iris,itc_alpha1.7_beta4.5_gamma0.7,1.7,4.5,0.7,2,0.9555555555555556,4,13,0.09993457794189453
iris,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,0,0.8666666666666667,5,13,0.11075592041015625
iris,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,1,0.9777777777777777,4,9,0.10511493682861328
iris,itc_alpha2.0_beta2.0_gamma0.1,2.0,2.0,0.1,2,0.9555555555555556,4,11,0.10324954986572266
iris,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,0,0.9111111111111111,5,15,0.10217022895812988
iris,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,1,1.0,5,13,0.10511112213134766
iris,itc_alpha2.0_beta2.0_gamma0.2,2.0,2.0,0.2,2,0.9555555555555556,4,11,0.10180950164794922
iris,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,0,0.9111111111111111,5,15,0.10966610908508301
iris,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,1,0.9777777777777777,5,15,0.12465548515319824
iris,itc_alpha2.0_beta2.0_gamma0.3,2.0,2.0,0.3,2,0.9555555555555556,4,11,0.10703563690185547
iris,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,0,0.9111111111111111,5,15,0.10890817642211914
iris,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,1,0.9777777777777777,5,15,0.12373518943786621
iris,itc_alpha2.0_beta2.0_gamma0.4,2.0,2.0,0.4,2,0.9555555555555556,5,15,0.10936164855957031
iris,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,0,0.9111111111111111,5,15,0.11316823959350586
iris,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,1,0.9777777777777777,5,15,0.11844515800476074
iris,itc_alpha2.0_beta2.0_gamma0.5,2.0,2.0,0.5,2,0.9555555555555556,5,15,0.10348677635192871
iris,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,0,0.9111111111111111,5,15,0.1015174388885498
iris,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,1,0.9555555555555556,6,19,0.12270116806030273
iris,itc_alpha2.0_beta2.0_gamma0.6,2.0,2.0,0.6,2,0.9555555555555556,4,13,0.08861470222473145
iris,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,0,0.9111111111111111,5,15,0.13138818740844727
iris,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,1,0.9555555555555556,6,19,0.12700438499450684
iris,itc_alpha2.0_beta2.0_gamma0.7,2.0,2.0,0.7,2,0.9555555555555556,4,13,0.08827948570251465
iris,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,0,0.8666666666666667,5,13,0.1096951961517334
iris,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,1,0.9777777777777777,4,9,0.10278725624084473
iris,itc_alpha2.0_beta2.5_gamma0.1,2.0,2.5,0.1,2,0.9555555555555556,4,11,0.10271310806274414
iris,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,0,0.8666666666666667,5,13,0.10613822937011719
iris,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,1,0.9777777777777777,6,17,0.11328673362731934
iris,itc_alpha2.0_beta2.5_gamma0.2,2.0,2.5,0.2,2,0.9555555555555556,4,11,0.10190939903259277
iris,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,0,0.9111111111111111,5,15,0.1171257495880127
iris,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,1,0.9777777777777777,5,15,0.13240647315979004
iris,itc_alpha2.0_beta2.5_gamma0.3,2.0,2.5,0.3,2,0.9555555555555556,4,11,0.10690832138061523
iris,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,0,0.9111111111111111,5,15,0.10259866714477539
iris,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,1,0.9777777777777777,5,15,0.12228798866271973
iris,itc_alpha2.0_beta2.5_gamma0.4,2.0,2.5,0.4,2,0.9555555555555556,4,11,0.10243773460388184
iris,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,0,0.9111111111111111,5,15,0.10811519622802734
iris,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,1,0.9777777777777777,5,15,0.1180272102355957
iris,itc_alpha2.0_beta2.5_gamma0.5,2.0,2.5,0.5,2,0.9555555555555556,5,15,0.10376596450805664
iris,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,0,0.9111111111111111,5,15,0.11747264862060547
iris,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,1,0.9555555555555556,6,19,0.12592816352844238
iris,itc_alpha2.0_beta2.5_gamma0.6,2.0,2.5,0.6,2,0.9555555555555556,4,13,0.08902549743652344
iris,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,0,0.9111111111111111,5,15,0.10114836692810059
iris,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,1,0.9555555555555556,6,19,0.12423372268676758
iris,itc_alpha2.0_beta2.5_gamma0.7,2.0,2.5,0.7,2,0.9555555555555556,4,13,0.08904623985290527
iris,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,0,0.8666666666666667,5,13,0.1163337230682373
iris,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,1,0.9333333333333333,4,9,0.1142435073852539
iris,itc_alpha2.0_beta3.0_gamma0.1,2.0,3.0,0.1,2,0.9555555555555556,4,11,0.11806273460388184
iris,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,0,0.8666666666666667,5,13,0.10768699645996094
iris,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,1,0.9777777777777777,5,17,0.12792658805847168
iris,itc_alpha2.0_beta3.0_gamma0.2,2.0,3.0,0.2,2,0.9555555555555556,4,11,0.10159683227539062
iris,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,0,0.9111111111111111,5,15,0.11527371406555176
iris,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,1,0.9777777777777777,5,15,0.12254214286804199
iris,itc_alpha2.0_beta3.0_gamma0.3,2.0,3.0,0.3,2,0.9555555555555556,4,11,0.10312032699584961
iris,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,0,0.9111111111111111,5,15,0.11498737335205078
iris,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,1,0.9777777777777777,5,15,0.12328481674194336
iris,itc_alpha2.0_beta3.0_gamma0.4,2.0,3.0,0.4,2,0.9555555555555556,4,11,0.10614132881164551
iris,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,0,0.9111111111111111,5,15,0.11754631996154785
iris,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,1,0.9777777777777777,5,15,0.12839937210083008
iris,itc_alpha2.0_beta3.0_gamma0.5,2.0,3.0,0.5,2,0.9555555555555556,5,15,0.10405254364013672
iris,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,0,0.9111111111111111,5,15,0.1168520450592041
iris,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,1,0.9555555555555556,6,19,0.13471436500549316
iris,itc_alpha2.0_beta3.0_gamma0.6,2.0,3.0,0.6,2,0.9555555555555556,4,13,0.08836698532104492
iris,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,0,0.9111111111111111,5,15,0.11290121078491211
iris,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,1,0.9555555555555556,6,19,0.12475895881652832
iris,itc_alpha2.0_beta3.0_gamma0.7,2.0,3.0,0.7,2,0.9555555555555556,4,13,0.09856510162353516
iris,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,0,0.8666666666666667,5,13,0.10656332969665527
iris,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,1,0.9333333333333333,4,9,0.1014871597290039
iris,itc_alpha2.0_beta3.5_gamma0.1,2.0,3.5,0.1,2,0.9555555555555556,4,11,0.1176767349243164
iris,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,0,0.8666666666666667,5,13,0.10106587409973145
iris,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,1,0.9777777777777777,5,15,0.12384700775146484
iris,itc_alpha2.0_beta3.5_gamma0.2,2.0,3.5,0.2,2,0.9555555555555556,4,11,0.10390138626098633
iris,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,0,0.9111111111111111,5,15,0.10683679580688477
iris,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,1,0.9777777777777777,5,15,0.12438249588012695
iris,itc_alpha2.0_beta3.5_gamma0.3,2.0,3.5,0.3,2,0.9555555555555556,4,11,0.11023139953613281
iris,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,0,0.9111111111111111,5,15,0.1205894947052002
iris,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,1,0.9777777777777777,5,15,0.13122844696044922
iris,itc_alpha2.0_beta3.5_gamma0.4,2.0,3.5,0.4,2,0.9555555555555556,4,11,0.10367918014526367
iris,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,0,0.9111111111111111,5,15,0.1168222427368164
iris,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,1,0.9777777777777777,5,15,0.14011216163635254
iris,itc_alpha2.0_beta3.5_gamma0.5,2.0,3.5,0.5,2,0.9555555555555556,5,15,0.11540102958679199
iris,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,0,0.9111111111111111,5,15,0.10123920440673828
iris,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,1,0.9555555555555556,6,19,0.12341904640197754
iris,itc_alpha2.0_beta3.5_gamma0.6,2.0,3.5,0.6,2,0.9555555555555556,4,13,0.08936762809753418
iris,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,0,0.9111111111111111,5,15,0.10492110252380371
iris,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,1,0.9555555555555556,6,19,0.1195516586303711
iris,itc_alpha2.0_beta3.5_gamma0.7,2.0,3.5,0.7,2,0.9555555555555556,4,13,0.08901262283325195
iris,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,0,0.9111111111111111,4,11,0.1136314868927002
iris,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,1,0.9333333333333333,4,11,0.11985492706298828
iris,itc_alpha2.0_beta4.0_gamma0.1,2.0,4.0,0.1,2,0.9555555555555556,4,11,0.11774349212646484
iris,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,0,0.8666666666666667,5,13,0.10022211074829102
iris,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,1,0.9777777777777777,5,15,0.12166333198547363
iris,itc_alpha2.0_beta4.0_gamma0.2,2.0,4.0,0.2,2,0.9555555555555556,4,11,0.10195183753967285
iris,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,0,0.9111111111111111,5,15,0.10675883293151855
iris,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,1,0.9777777777777777,5,15,0.12260699272155762
iris,itc_alpha2.0_beta4.0_gamma0.3,2.0,4.0,0.3,2,0.9555555555555556,4,11,0.12231159210205078
iris,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,0,0.9111111111111111,4,11,0.09926676750183105
iris,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,1,0.9777777777777777,5,15,0.12124323844909668
iris,itc_alpha2.0_beta4.0_gamma0.4,2.0,4.0,0.4,2,0.9555555555555556,4,11,0.10188817977905273
iris,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,0,0.9111111111111111,5,15,0.1153252124786377
iris,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,1,0.9777777777777777,5,15,0.12640595436096191
iris,itc_alpha2.0_beta4.0_gamma0.5,2.0,4.0,0.5,2,0.9555555555555556,5,15,0.10335874557495117
iris,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,0,0.9555555555555556,5,15,0.10107159614562988
iris,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,1,0.9555555555555556,6,19,0.12876105308532715
iris,itc_alpha2.0_beta4.0_gamma0.6,2.0,4.0,0.6,2,0.9555555555555556,4,13,0.08923888206481934
iris,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,0,0.9111111111111111,5,15,0.1114041805267334
iris,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,1,0.9555555555555556,6,19,0.12583661079406738
iris,itc_alpha2.0_beta4.0_gamma0.7,2.0,4.0,0.7,2,0.9555555555555556,4,13,0.08828854560852051
iris,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,0,0.8666666666666667,5,13,0.1040802001953125
iris,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,1,0.9111111111111111,5,17,0.12823867797851562
iris,itc_alpha2.0_beta4.5_gamma0.1,2.0,4.5,0.1,2,0.9555555555555556,4,11,0.10133647918701172
iris,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,0,0.8666666666666667,5,13,0.11672711372375488
iris,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,1,0.9777777777777777,5,15,0.12766790390014648
iris,itc_alpha2.0_beta4.5_gamma0.2,2.0,4.5,0.2,2,0.9555555555555556,4,11,0.10123682022094727
iris,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,0,0.9111111111111111,5,15,0.10115766525268555
iris,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,1,0.9777777777777777,5,15,0.12097787857055664
iris,itc_alpha2.0_beta4.5_gamma0.3,2.0,4.5,0.3,2,0.9555555555555556,4,11,0.1010751724243164
iris,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,0,0.9111111111111111,5,15,0.11463046073913574
iris,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,1,0.9777777777777777,5,15,0.12127375602722168
iris,itc_alpha2.0_beta4.5_gamma0.4,2.0,4.5,0.4,2,0.9555555555555556,4,11,0.10120153427124023
iris,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,0,0.9111111111111111,5,15,0.10582256317138672
iris,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,1,0.9777777777777777,5,15,0.12196683883666992
iris,itc_alpha2.0_beta4.5_gamma0.5,2.0,4.5,0.5,2,0.9555555555555556,5,15,0.10303068161010742
iris,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,0,0.9111111111111111,5,15,0.10324621200561523
iris,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,1,0.9555555555555556,6,19,0.12436771392822266
iris,itc_alpha2.0_beta4.5_gamma0.6,2.0,4.5,0.6,2,0.9555555555555556,4,13,0.09565997123718262
iris,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,0,0.9111111111111111,5,15,0.11741876602172852
iris,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,1,0.9555555555555556,6,19,0.1222536563873291
iris,itc_alpha2.0_beta4.5_gamma0.7,2.0,4.5,0.7,2,0.9555555555555556,4,13,0.08811569213867188
wine,itc_alpha1.0_beta2.0_gamma0.1,1.0,2.0,0.1,0,0.8888888888888888,5,15,1.3187968730926514
wine,itc_alpha1.0_beta2.0_gamma0.1,1.0,2.0,0.1,1,0.8703703703703703,5,13,0.9853627681732178
wine,itc_alpha1.0_beta2.0_gamma0.1,1.0,2.0,0.1,2,0.8518518518518519,6,15,1.372528314590454
wine,itc_alpha1.0_beta2.0_gamma0.2,1.0,2.0,0.2,0,0.8888888888888888,7,21,1.4311716556549072
wine,itc_alpha1.0_beta2.0_gamma0.2,1.0,2.0,0.2,1,0.8703703703703703,5,15,0.9750783443450928
wine,itc_alpha1.0_beta2.0_gamma0.2,1.0,2.0,0.2,2,0.8888888888888888,4,13,1.075695276260376
wine,itc_alpha1.0_beta2.0_gamma0.3,1.0,2.0,0.3,0,0.8888888888888888,8,21,1.3166050910949707
wine,itc_alpha1.0_beta2.0_gamma0.3,1.0,2.0,0.3,1,0.8703703703703703,5,15,1.0552780628204346
wine,itc_alpha1.0_beta2.0_gamma0.3,1.0,2.0,0.3,2,0.8888888888888888,7,19,1.1441223621368408
wine,itc_alpha1.0_beta2.0_gamma0.4,1.0,2.0,0.4,0,0.8888888888888888,8,21,1.390566349029541
wine,itc_alpha1.0_beta2.0_gamma0.4,1.0,2.0,0.4,1,0.8703703703703703,5,15,0.9958775043487549
wine,itc_alpha1.0_beta2.0_gamma0.4,1.0,2.0,0.4,2,0.9444444444444444,6,15,0.8761954307556152
wine,itc_alpha1.0_beta2.0_gamma0.5,1.0,2.0,0.5,0,0.8518518518518519,7,19,1.200791358947754
wine,itc_alpha1.0_beta2.0_gamma0.5,1.0,2.0,0.5,1,0.8703703703703703,5,15,0.9652359485626221
wine,itc_alpha1.0_beta2.0_gamma0.5,1.0,2.0,0.5,2,0.9444444444444444,6,15,0.8514494895935059
wine,itc_alpha1.0_beta2.0_gamma0.6,1.0,2.0,0.6,0,0.9629629629629629,5,17,0.8878135681152344
wine,itc_alpha1.0_beta2.0_gamma0.6,1.0,2.0,0.6,1,0.8703703703703703,5,15,0.9612295627593994
wine,itc_alpha1.0_beta2.0_gamma0.6,1.0,2.0,0.6,2,0.9444444444444444,6,15,0.8822429180145264
wine,itc_alpha1.0_beta2.0_gamma0.7,1.0,2.0,0.7,0,0.9444444444444444,4,11,0.8013477325439453
wine,itc_alpha1.0_beta2.0_gamma0.7,1.0,2.0,0.7,1,0.8703703703703703,5,15,0.9866056442260742
wine,itc_alpha1.0_beta2.0_gamma0.7,1.0,2.0,0.7,2,0.9444444444444444,6,15,0.8603298664093018
wine,itc_alpha1.0_beta2.5_gamma0.1,1.0,2.5,0.1,0,0.8888888888888888,5,15,1.484163761138916
wine,itc_alpha1.0_beta2.5_gamma0.1,1.0,2.5,0.1,1,0.8703703703703703,5,13,0.9593160152435303
wine,itc_alpha1.0_beta2.5_gamma0.1,1.0,2.5,0.1,2,0.8518518518518519,6,15,1.3788871765136719
wine,itc_alpha1.0_beta2.5_gamma0.2,1.0,2.5,0.2,0,0.8888888888888888,7,19,1.4763305187225342
wine,itc_alpha1.0_beta2.5_gamma0.2,1.0,2.5,0.2,1,0.8703703703703703,5,13,0.9845621585845947
wine,itc_alpha1.0_beta2.5_gamma0.2,1.0,2.5,0.2,2,0.9074074074074074,7,19,1.3400590419769287
wine,itc_alpha1.0_beta2.5_gamma0.3,1.0,2.5,0.3,0,0.8888888888888888,7,21,1.4632806777954102
wine,itc_alpha1.0_beta2.5_gamma0.3,1.0,2.5,0.3,1,0.8703703703703703,5,15,0.9707777500152588
wine,itc_alpha1.0_beta2.5_gamma0.3,1.0,2.5,0.3,2,0.9444444444444444,6,17,0.9612400531768799
wine,itc_alpha1.0_beta2.5_gamma0.4,1.0,2.5,0.4,0,0.8888888888888888,8,21,1.3739032745361328
wine,itc_alpha1.0_beta2.5_gamma0.4,1.0,2.5,0.4,1,0.8703703703703703,5,15,0.9900660514831543
wine,itc_alpha1.0_beta2.5_gamma0.4,1.0,2.5,0.4,2,0.9444444444444444,6,15,0.9098448753356934
wine,itc_alpha1.0_beta2.5_gamma0.5,1.0,2.5,0.5,0,0.9629629629629629,5,17,1.119584560394287
wine,itc_alpha1.0_beta2.5_gamma0.5,1.0,2.5,0.5,1,0.8703703703703703,5,15,0.9750874042510986
wine,itc_alpha1.0_beta2.5_gamma0.5,1.0,2.5,0.5,2,0.9444444444444444,6,15,0.8714332580566406
wine,itc_alpha1.0_beta2.5_gamma0.6,1.0,2.5,0.6,0,0.9629629629629629,5,17,0.8915529251098633
wine,itc_alpha1.0_beta2.5_gamma0.6,1.0,2.5,0.6,1,0.8703703703703703,5,15,0.9538252353668213
wine,itc_alpha1.0_beta2.5_gamma0.6,1.0,2.5,0.6,2,0.9444444444444444,6,15,0.881242036819458
wine,itc_alpha1.0_beta2.5_gamma0.7,1.0,2.5,0.7,0,0.9629629629629629,5,17,0.9439048767089844
wine,itc_alpha1.0_beta2.5_gamma0.7,1.0,2.5,0.7,1,0.8703703703703703,5,15,0.9632282257080078
wine,itc_alpha1.0_beta2.5_gamma0.7,1.0,2.5,0.7,2,0.9444444444444444,6,15,0.8459126949310303
wine,itc_alpha1.0_beta3.0_gamma0.1,1.0,3.0,0.1,0,0.8888888888888888,5,15,1.3277580738067627
