dataset,metric,run,accuracy,log_loss,tree_depth,tree_size,training_time,n_features,n_classes,n_samples
binary_balanced,kumaraswamy,1,0.9266666666666666,2.6432012485352576,6,41,7.893624544143677,10,2,1000
binary_balanced,cross_entropy,1,0.7166666666666667,10.212368460249861,7,15,10.05748438835144,10,2,1000
binary_balanced,kl_divergence,1,0.5,18.021826694558577,0,1,0.0008490085601806641,10,2,1000
binary_balanced,js_divergence,1,0.5,18.021826694558577,0,1,0.0006554126739501953,10,2,1000
binary_balanced,hellinger,1,0.5,18.021826694558577,0,1,0.0005202293395996094,10,2,1000
binary_balanced,energy,1,0.5,18.021826694558577,0,1,0.0005075931549072266,10,2,1000
binary_balanced,polarization_3.5,1,0.8466666666666667,5.52669351966463,15,49,8.830957412719727,10,2,1000
binary_balanced,bregman_squared,1,0.5,18.021826694558577,0,1,0.0007684230804443359,10,2,1000
binary_balanced,bregman_entropy,1,0.5,18.021826694558577,0,1,0.0006122589111328125,10,2,1000
binary_balanced,itc,1,0.9366666666666666,2.282764714644087,9,41,8.071664810180664,10,2,1000
binary_balanced,itc_alpha1.3,1,0.9433333333333334,2.042473692049972,9,37,8.084498643875122,10,2,1000
binary_balanced,itc_alpha1.7,1,0.9366666666666666,2.282764714644087,9,41,8.188640832901001,10,2,1000
binary_balanced,shannon_polarization,1,0.9433333333333334,2.042473692049972,9,37,8.117076635360718,10,2,1000
binary_balanced,tsallis_hellinger,1,0.9566666666666667,1.5618916468617432,6,37,9.480057954788208,10,2,1000
binary_balanced,gini,2,0.9566666666666667,1.5618916468617434,8,45,5.254931211471558,10,2,1000
binary_balanced,shannon,2,0.95,1.8021826694558578,8,45,5.326993227005005,10,2,1000
binary_balanced,misclassification,2,0.97,1.0813096016735146,15,71,7.506763696670532,10,2,1000
binary_balanced,renyi_0.5,2,0.95,1.8021826694558578,8,37,4.950906038284302,10,2,1000
binary_balanced,renyi_2.0,2,0.9533333333333334,1.6820371581588005,7,43,6.821568727493286,10,2,1000
binary_balanced,tsallis_0.5,2,0.9466666666666667,1.922328180752915,7,39,4.995786666870117,10,2,1000
binary_balanced,tsallis_1.3,2,0.95,1.8021826694558578,8,45,5.998559236526489,10,2,1000
binary_balanced,tsallis_2.0,2,0.9566666666666667,1.5618916468617434,8,45,6.4133734703063965,10,2,1000
binary_balanced,norm_tsallis_1.3,2,0.9533333333333334,1.6820371581588005,8,45,5.892273187637329,10,2,1000
binary_balanced,kumaraswamy,2,0.96,1.4417461355646863,9,47,8.875151634216309,10,2,1000
binary_balanced,cross_entropy,2,0.7233333333333334,9.972077437655745,18,47,21.186065673828125,10,2,1000
binary_balanced,kl_divergence,2,0.5,18.021826694558573,0,1,0.00092315673828125,10,2,1000
binary_balanced,js_divergence,2,0.5,18.021826694558573,0,1,0.0005426406860351562,10,2,1000
binary_balanced,hellinger,2,0.5,18.021826694558573,0,1,0.0005238056182861328,10,2,1000
binary_balanced,energy,2,0.5,18.021826694558573,0,1,0.0005283355712890625,10,2,1000
binary_balanced,polarization_3.5,2,0.8933333333333333,3.84465636150583,20,55,11.431512355804443,10,2,1000
binary_balanced,bregman_squared,2,0.5,18.021826694558573,0,1,0.0009949207305908203,10,2,1000
binary_balanced,bregman_entropy,2,0.5,18.021826694558573,0,1,0.002218484878540039,10,2,1000
binary_balanced,itc,2,0.9566666666666667,1.5618916468617434,13,51,9.81183934211731,10,2,1000
binary_balanced,itc_alpha1.3,2,0.9566666666666667,1.5618916468617434,13,51,9.850521326065063,10,2,1000
binary_balanced,itc_alpha1.7,2,0.9566666666666667,1.5618916468617434,13,51,9.75436806678772,10,2,1000
binary_balanced,shannon_polarization,2,0.9466666666666667,1.922328180752915,13,47,8.55657958984375,10,2,1000
binary_balanced,tsallis_hellinger,2,0.9433333333333334,2.042473692049972,6,33,9.738438367843628,10,2,1000
binary_balanced,gini,3,0.9533333333333334,1.6820371581588005,8,45,5.480991840362549,10,2,1000
binary_balanced,shannon,3,0.9533333333333334,1.6820371581588005,8,43,5.421095371246338,10,2,1000
binary_balanced,misclassification,3,0.9,3.6043653389117156,11,71,9.389628171920776,10,2,1000
binary_balanced,renyi_0.5,3,0.9666666666666667,1.2014551129705722,9,43,4.804496765136719,10,2,1000
binary_balanced,renyi_2.0,3,0.9166666666666666,3.0036377824264293,11,53,8.460754871368408,10,2,1000
binary_balanced,tsallis_0.5,3,0.9666666666666667,1.2014551129705722,9,43,4.830206632614136,10,2,1000
binary_balanced,tsallis_1.3,3,0.9566666666666667,1.5618916468617434,7,47,6.19356369972229,10,2,1000
binary_balanced,tsallis_2.0,3,0.9533333333333334,1.6820371581588005,8,45,6.848323106765747,10,2,1000
binary_balanced,norm_tsallis_1.3,3,0.9566666666666667,1.5618916468617434,7,47,6.135676383972168,10,2,1000
binary_balanced,kumaraswamy,3,0.8966666666666666,3.7245108502087723,7,31,8.006929397583008,10,2,1000
binary_balanced,cross_entropy,3,0.7633333333333333,8.53033130209106,4,9,6.436756372451782,10,2,1000
binary_balanced,kl_divergence,3,0.5,18.021826694558577,0,1,0.0009627342224121094,10,2,1000
binary_balanced,js_divergence,3,0.5,18.021826694558577,0,1,0.0005633831024169922,10,2,1000
binary_balanced,hellinger,3,0.5,18.021826694558577,0,1,0.0005755424499511719,10,2,1000
binary_balanced,energy,3,0.5,18.021826694558577,0,1,0.0005609989166259766,10,2,1000
binary_balanced,polarization_3.5,3,0.86,5.046111474476402,12,33,10.708298444747925,10,2,1000
binary_balanced,bregman_squared,3,0.5,18.021826694558577,0,1,0.001741170883178711,10,2,1000
binary_balanced,bregman_entropy,3,0.5,18.021826694558577,0,1,0.0006868839263916016,10,2,1000
binary_balanced,itc,3,0.94,2.1626192033470293,9,43,10.179555654525757,10,2,1000
binary_balanced,itc_alpha1.3,3,0.9466666666666667,1.922328180752915,9,37,8.224722146987915,10,2,1000
binary_balanced,itc_alpha1.7,3,0.94,2.1626192033470293,9,43,9.948826313018799,10,2,1000
binary_balanced,shannon_polarization,3,0.9533333333333334,1.6820371581588005,11,41,8.381791591644287,10,2,1000
binary_balanced,tsallis_hellinger,3,0.9466666666666667,1.922328180752915,6,37,9.008080959320068,10,2,1000
binary_balanced,gini,4,0.9733333333333334,0.9611640903764577,7,43,5.336745500564575,10,2,1000
binary_balanced,shannon,4,0.9733333333333334,0.9611640903764577,7,39,4.935823917388916,10,2,1000
binary_balanced,misclassification,4,0.96,1.4417461355646863,12,61,8.445748567581177,10,2,1000
binary_balanced,renyi_0.5,4,0.9766666666666667,0.8410185790794005,8,39,5.286780834197998,10,2,1000
binary_balanced,renyi_2.0,4,0.9733333333333334,0.9611640903764577,7,43,6.8496410846710205,10,2,1000
binary_balanced,tsallis_0.5,4,0.9766666666666667,0.8410185790794005,8,39,5.146660327911377,10,2,1000
binary_balanced,tsallis_1.3,4,0.9733333333333334,0.9611640903764577,7,43,6.679577112197876,10,2,1000
binary_balanced,tsallis_2.0,4,0.9733333333333334,0.9611640903764577,7,43,6.670387268066406,10,2,1000
binary_balanced,norm_tsallis_1.3,4,0.9733333333333334,0.9611640903764577,7,43,6.636251926422119,10,2,1000
